productid,rawmaterialid,qtyinkg
20020,RM202,0.0
20020,RM200,0.0
31003,RM304,1.878
31003,RM300,1.35
31003,RM200,0.986
31003,RM1313,0.013
31003,RM1100,78.5
MT4003,RM005,35.0
MT4003,RM103,1.75
MT4003,RM101,1.75
MT4003,RM050,105.0
MT4003,RM910,20.95
MT4003,RM400,13.43
MT4003,RM517,2.6
40004,RM005,5.9
40004,RM101,0.23
40004,RM103,0.46
40004,RM050,15.0
40004,RM400,1.7
40004,RM602,0.1
40004,RM202,0.425
40004,RM200,0.425
40004,RM505,0.5
60021,RM005,7.5
60021,RM101,0.25
60021,RM107,0.25
60021,RM123,0.03
60021,RM121,0.03
60021,RM050,18.0
60021,RM605,0.9
60021,RM202,2.25
60021,RM200,2.25
40005,RM005,7.0
40005,RM101,0.5
40005,RM107,0.5
40005,RM123,0.03
40005,RM121,0.03
40005,RM050,19.0
40005,RM400,0.3
40005,RM515,2.0
40005,RM202,0.75
40005,RM200,0.75
73001,RM304,0.558
73001,RM1201,5.5
73001,RM050,95.0
73001,RM002,34.0
63004,RM605,0.929
20014,RM050,15.5
ADV220,RM005,4.0
ADV220,RM130,0.57
ADV220,RM133,0.4
85013,RM005,1.54
85013,RM101,0.1
85013,RM103,0.1
85013,RM050,4.2
85013,RM310,0.22
85013,RM202,0.907
85013,RM200,0.907
85013,RM802,0.002
85013,RM515,0.0025
30031,RM002,5.4
30031,RM101,0.2
30031,RM104,0.4
30031,RM050,11.0
30031,RM313,3.0
40006,RM002,5.4
40006,RM101,0.2
40006,RM104,0.4
40006,RM050,9.0
40006,RM400,5.0
90010,RM307,0.06
90010,RM1313,0.032
90010,RM105,0.2
90010,RM103,0.2
90010,RM101,0.1
90010,RM050,4.0
90010,RM020,1.8
20210N,RM200,27.5
20210N,RM122,0.09
50132,RM002,4.5
63004,RM517,0.495
63004,RM204,17.173
63004,RM1201,5.5
63004,RM050,108.0
63004,RM002,38.0
43006,RM502,11.07
43006,RM400,1.7
43006,RM204,6.65
43006,RM1201,5.5
43006,RM050,103.0
43006,RM002,40.0
32601,RM033,10.65
32601,RM050,27.25
32601,RM101,0.32
32601,RM104,0.32
32601,RM121,0.045
32601,RM123,0.045
17010,RM507,0.007
17010,RM080,0.5
17010,RM031,10.0
17010,RM030,4.0
32601,RM135,2.16
89012,RM002,7.0
89012,RM050,18.0
89012,RM1004,0.4
89012,RM101,0.5
89012,RM103,0.5
89012,RM121,0.03
89012,RM123,0.03
89012,RM200,3.0
50132,RM050,32.0
50132,RM107,0.15
50132,RM1201,0.65
20022,RM202,0.0
20022,RM200,0.0
20022,RM104,0.4
20021,RM002,4.4
20021,RM056,0.0
20021,RM101,0.2
20021,RM104,0.4
20021,RM200,0.0
20021,RM202,0.0
50132,RM700,0.46
50132,RM702,0.083
90010,RM517,0.033
20022,RM101,0.2
20022,RM056,0.0
20022,RM002,4.4
20210N,RM104,0.9
20210N,RM101,0.45
20210N,RM050,3.0
90010,RM505,0.86
90010,RM390,1.1
20210N,RM006,2.0
80011,RM005,9.0
80011,RM101,0.5
80011,RM103,0.5
80011,RM050,35.0
80011,RM092,0.3
80011,RM202,3.5
80011,RM200,3.5
80011,RM803,0.05
80011,RM802,0.02
80011,RM310,0.1
80011,RM602,0.001
73001,RM702,5.588
73001,RM502,7.376
73001,RM204,22.353
80019,RM002,38.5
80019,RM050,110.0
80019,RM1201,5.5
80019,RM204,10.35
80019,RM802,3.297
31004,RM183,0.028
31004,RM1106,67.0
31004,RM304,6.39
31004,RM300,0.678
31004,RM200,1.086
63501,RM033,7.0
63501,RM050,10.0
63501,RM1201,0.5
63501,RM135,1.0
63501,RM200,2.6
63501,RM605,0.6
63501,RM606,0.2
20227N,RM122,0.045
20227N,RM104,0.675
20227N,RM101,0.675
20227N,RM052,26.0
20227N,RM005,8.1
20227N,RM606,0.023
40008,RM005,8.0
40008,RM101,0.5
40008,RM103,0.5
40008,RM050,30.0
40008,RM602,0.8
40008,RM400,0.96
16002,RM803,0.0002
16002,RM200,2.3
16002,RM1313,0.015
16002,RM131,0.8
16002,RM122,0.032
16002,RM1102,15.02
UD10032,RM065,12.0
UD10032,RM032,1.5
UD10032,RM169,13.0
UD10032,RM1301,11.0
UD10032,RM1303,16.0
UD10033,RM065,12.0
UD10033,RM032,1.5
UD10033,RM169,13.0
UD10033,RM1301,11.0
UD10033,RM1303,15.0
20227N,RM220,0.11
20227N,RM200,9.45
63003,RM605,25.0
85007,RM005,2.0
85007,RM050,4.7
85007,RM1201,0.35
85007,RM950,0.93
85007,RM204,0.025
85017,RM005,1.8
40007,RM002,1.8
40007,RM101,0.13
40007,RM103,0.13
40007,RM050,5.0
40007,RM502,0.52
40007,RM400,0.08
40007,RM202,0.195
40007,RM200,0.195
60022,RM005,1.8
60022,RM101,0.125
60022,RM103,0.125
60022,RM050,5.0
60022,RM605,0.252
60022,RM202,0.571
60022,RM200,0.571
85017,RM050,4.8
85017,RM1201,0.15
85017,RM204,1.2
85017,RM309,0.088
90011,RM802,0.011
90011,RM390,7.0
90011,RM300,1.6
90011,RM050,15.5
90011,RM020,4.0
20025,RM200,11.6
20025,RM202,10.78
20025,RM220,0.017
10004,RM183,15.0
30032,RM005,1.75
30032,RM101,0.125
30032,RM103,0.125
30032,RM050,5.21
30032,RM309,0.24
30032,RM202,0.517
30032,RM200,0.517
30032,RM1313,0.017
30033,RM005,4.5
30033,RM101,0.17
30033,RM103,0.17
30033,RM050,12.1
30033,RM313,0.861
30033,RM202,0.068
30033,RM200,0.068
30034,RM005,8.5
30034,RM101,0.25
30034,RM103,0.25
30034,RM106,1.0
30034,RM092,0.5
30034,RM135,0.5
30034,RM050,24.0
30034,RM502,0.511
30034,RM304,5.637
30034,RM311,2.85
30034,RM200,0.22
60023,RM005,11.5
60023,RM101,1.0
60023,RM103,1.0
60023,RM092,0.5
60023,RM050,33.0
60023,RM202,3.705
60023,RM200,3.705
60023,RM605,0.133
60023,RM9400,0.148
60024,RM005,12.5
60024,RM101,1.0
60024,RM103,1.0
60024,RM092,0.5
60024,RM050,33.5
60024,RM202,3.49
60024,RM200,3.49
60024,RM605,0.0384
40008,RM202,2.5
40008,RM200,2.5
60026,RM005,1.7
60026,RM101,0.075
60026,RM103,0.075
60026,RM050,4.35
60026,RM202,0.604
60026,RM200,0.604
60026,RM606,0.905
60026,RM600,0.022
60027,RM005,12.0
60027,RM101,0.45
60027,RM103,0.45
60027,RM050,25.0
60027,RM092,0.6
60027,RM202,4.48
86531,RM1102,72.2
86531,RM200,0.3
86531,RM202,0.3
86531,RM300,0.17
86531,RM310,0.1
86531,RM801,0.1
86531,RM802,0.21
61521,RM1102,72.2
61521,RM200,1.9
61521,RM202,1.9
61521,RM605,1.2
20025,RM221,0.24
20025,RM005,8.5
20025,RM052,0.0
20025,RM101,0.5
20025,RM104,0.1
20025,RM122,0.05
10003,RM002,11.0
10003,RM092,1.0
10003,RM101,1.0
10003,RM106,1.0
10003,RM122,0.2
10004,RM1313,0.0
10004,RM101,1.3
10004,RM092,0.8
10004,RM090,1.0
10004,RM050,18.0
10004,RM005,16.0
60027,RM200,4.48
60027,RM605,0.1
80012,RM005,1.8
80012,RM101,0.075
80012,RM103,0.075
80012,RM050,4.95
80012,RM092,0.1
80012,RM802,0.008
80012,RM310,0.0145
80012,RM202,0.538
80012,RM200,0.538
80012,RM313,0.006
80012,RM602,0.0008
80025,RM183,0.01
60029,RM005,1.56
60029,RM101,0.115
60029,RM103,0.115
60029,RM050,4.4
60029,RM400,0.039
60029,RM605,0.0695
60029,RM202,0.8
60029,RM200,0.8
15006,RM005,1.54
15006,RM101,0.16
15006,RM103,0.16
15006,RM050,5.0
15006,RM313,0.002
15006,RM202,0.723
15006,RM200,0.723
15006,RM1313,0.261
15006,RM517,0.005
60033,RM005,2.2
60033,RM101,0.1
60033,RM103,0.1
60033,RM050,4.7
60033,RM600,0.637
60033,RM202,0.156
60033,RM200,0.156
60033,RM802,0.003
60035,RM005,44.0
60035,RM101,1.6
60035,RM103,1.6
60035,RM050,103.0
60035,RM1014,15.78
60035,RM202,4.625
60035,RM200,4.625
61003,RM1102,72.2
61003,RM801,0.05
61003,RM200,3.5
61003,RM1313,0.13
61003,RM606,1.0
91003,RM1102,72.2
91003,RM517,1.5
91003,RM1313,0.1
91003,RM304,0.1
91003,RM200,0.8
86015,RM1102,72.2
86015,RM200,1.6
86015,RM310,1.0
86015,RM951,6.0
51002,RM304,0.02
20210N,RM220,0.008
14004,RM196,0.5
14004,RM186,1.5
14004,RM106,0.1
14004,RM037,7.7
14004,RM111,0.1
14004,RM110,0.1
86402,RM300,0.312
86402,RM304,0.056
86402,RM1100,80.15
10046,RM005,4.0
10046,RM020,16.0
10046,RM090,0.7
10046,RM101,3.8
10046,RM102,0.7
10046,RM181,7.0
10046,RM183,6.0
10046,RM187,8.0
40010,RM005,40.0
40010,RM101,3.0
40010,RM103,3.0
40010,RM050,93.0
40010,RM400,0.64
40010,RM517,3.49
40010,RM197,0.116
40010,RM202,18.0
40010,RM200,18.0
80025,RM005,1.8
80025,RM050,5.5
80025,RM1201,0.2
80025,RM204,0.495
80025,RM309,0.049
80025,RM802,0.016
85018,RM005,2.0
85018,RM050,5.0
40009,RM517,0.47
40009,RM400,0.425
40009,RM200,9.0
40009,RM197,0.2
40009,RM103,0.72
14019N,RM005,38.0
14019N,RM050,113.0
14019N,RM1201,7.5
14019N,RM1313,0.38
14019N,RM602,0.04
14019N,RM919,18.94
94001,RM982,0.004
94001,RM520,0.002
94001,RM200,0.64
94001,RM1313,0.0006
94001,RM110,0.24
94001,RM106,0.16
94001,RM037,4.4
94002,RM982,0.0016
94002,RM520,0.0008
94002,RM200,0.256
94002,RM1313,0.00024
94002,RM110,0.24
94002,RM106,0.16
94002,RM037,4.4
40009,RM101,1.0
40009,RM050,25.0
40009,RM005,5.0
85018,RM1201,0.2
85018,RM204,0.352
85018,RM950,0.703
85018,RM951,0.177
85018,RM304,0.053
80020A,RM002,12.5
80020A,RM005,12.5
80020A,RM053,3.0
80020A,RM092,0.5
80020A,RM1201,2.0
80020A,RM200,10.5
80020A,RM310,0.63
80020A,RM801,0.38
UD10027,RM065,5.0
UD10027,RM032,5.0
UD10027,RM918,1.0
UD10027,RM919,20.0
UD10027,RM1616001,11.0
85018,RM300,0.0065
60063,RM005,1.5
60063,RM050,5.0
60063,RM1201,0.125
60063,RM605,0.222
15007,RM002,2.6
15007,RM1201,0.2
15007,RM050,5.6
15007,RM122,0.05
15007,RM135,0.1
15007,RM200,1.5
15007,RM1313,0.003
15007,RM901,0.0008
34006,RM005,54.0
34006,RM1201,4.0
34006,RM050,94.0
34006,RM122,0.18
34006,RM135,1.8
34006,RM981,20.0
34006,RM200,7.73
40017,RM002,3.0
40017,RM1201,0.2
40017,RM050,6.3
40017,RM122,0.1
40017,RM135,0.1
40017,RM400,0.8
60063,RM204,0.964
60063,RM183,0.01
60064,RM005,1.5
60064,RM050,5.5
60064,RM1201,0.15
16003,RM1100,78.5
16003,RM1313,0.6
16003,RM200,3.0
16003,RM602,0.15
16003,RM300,0.08
91004,RM1100,78.5
91004,RM502,1.2
91004,RM304,0.75
91004,RM1313,0.23
41003,RM1100,78.5
41003,RM953,8.0
15011,RM020,1.8
15011,RM1201,0.3
15011,RM050,4.0
15011,RM202,0.95
15011,RM200,0.95
15011,RM1313,0.045
15011,RM9802,0.015
15011,RM606,0.015
15011,RM602,0.032
19002,RM020,1.8
19002,RM050,4.0
19002,RM1201,0.3
19002,RM122,0.008
19002,RM135,0.08
19002,RM202,0.95
19002,RM200,0.95
19002,RM1313,0.045
19002,RM9802,0.015
19002,RM606,0.015
19002,RM602,0.0032
15012,RM020,2.3
15012,RM050,3.5
15012,RM1201,0.3
15012,RM202,0.95
15012,RM200,0.95
15012,RM1313,0.045
15012,RM9802,0.015
15012,RM606,0.015
15012,RM602,0.0032
40018,RM002,1.6
40018,RM054,5.4
40018,RM1201,0.2
40018,RM1016,0.7
40018,RM984,0.155
50004,RM103,0.11
50004,RM101,0.11
50004,RM1008,1.94
50004,RM1007,0.193
50004,RM054,5.0
50004,RM005,1.0
40011,RM984,0.93
40011,RM1016,4.14
40011,RM1008,1.57
40011,RM103,1.0
40011,RM101,1.0
40011,RM054,32.0
40011,RM005,5.0
16001,RM1100,78.5
16001,RM200,5.0
16001,RM1313,0.34
16001,RM600,0.04
16001,RM802,0.005
16001,RM300,0.005
32601,RM313,3.6
32601,RM705,0.6
60038,RM005,30.0
60038,RM1201,6.0
60038,RM050,123.0
60038,RM200,4.61
60038,RM602,15.36
60038,RM802,0.226
85015,RM005,1.5
85015,RM050,4.6
85015,RM1201,0.25
85015,RM309,0.098
85015,RM310,0.037
85015,RM202,0.737
85015,RM200,0.737
60040,RM005,33.0
60040,RM1201,7.0
60040,RM050,93.0
60040,RM200,33.85
60040,RM605,1.32
60040,RM400,0.83
93004,RM506,10.0
91008,RM1101,81.4
91008,RM200,1.55
91008,RM1313,0.5
91008,RM700,2.0
91008,RM304,0.35
91008,RM505,0.8
91005,RM1101,81.4
85014,RM951,12.85
85014,RM950,3.21
85014,RM310,0.025
85014,RM103,1.0
85012,RM951,1.43
85012,RM950,0.408
85012,RM310,0.01
85012,RM300,0.0
85012,RM1201,0.2
85012,RM054,4.85
85012,RM002,1.55
20025,RM050,18.0
20025,RM103,0.5
40021,RM005,45.0
40021,RM1201,3.25
40021,RM050,95.0
40021,RM400,0.64
40021,RM502,8.9
40021,RM200,25.7
44002,RM005,44.0
90011,RM188,1.54
90011,RM120,0.02
90011,RM112,0.0
90011,RM105,0.2
90011,RM103,0.3
90011,RM101,0.5
90011,RM079,0.5
90008,RM002,2.9
90008,RM1201,0.2
90008,RM122,0.05
90008,RM050,5.9
90008,RM135,0.1
90008,RM901,0.6
90008,RM1313,0.21
90008,RM313,0.18
40018,RM1008,0.06
60032,RM005,42.0
60032,RM1201,3.0
60032,RM050,90.0
60032,RM200,18.1
60032,RM606,26.21
60039,RM002,42.0
60039,RM1201,3.0
60039,RM050,90.0
60039,RM200,18.1
60039,RM606,26.21
64003,RM002,42.0
64003,RM1201,3.0
64003,RM050,90.0
64003,RM122,0.18
64003,RM135,1.8
64003,RM200,18.1
64003,RM606,26.21
50007,RM002,0.94
50007,RM1201,0.2
50007,RM054,4.8
50007,RM1007,0.315
50007,RM1008,1.728
50007,RM1000,0.25
40020,RM005,1.8
40020,RM050,5.0
40020,RM1201,0.26
40020,RM502,0.52
40020,RM400,0.08
40020,RM202,0.195
40020,RM200,0.195
44002,RM1201,3.7
44002,RM050,95.0
44002,RM122,0.18
91005,RM505,3.158
91005,RM304,0.28
91005,RM200,1.993
91005,RM1313,0.079
85014,RM101,1.0
85014,RM054,0.0
85014,RM005,6.0
60064,RM802,0.031
60064,RM204,0.79
60064,RM197,0.031
60064,RM606,0.03
80017,RM005,1.8
80017,RM050,5.5
80017,RM1201,0.2
80017,RM204,0.424
80017,RM802,0.034
80017,RM197,0.034
80017,RM606,0.034
80017,RM300,0.02
15009,RM101,0.125
15009,RM020,1.8
15009,RM103,0.125
15009,RM050,4.5
15009,RM202,0.252
15009,RM200,0.252
15009,RM606,0.88
15009,RM802,0.01
15009,RM1313,0.04
70003,RM002,2.9
70003,RM101,0.05
70003,RM103,0.05
70003,RM701,2.0
30035,RM002,2.9
30035,RM101,0.05
30035,RM103,0.05
30035,RM313,2.0
60037,RM002,2.9
60037,RM101,0.05
60037,RM103,0.05
60037,RM602,2.0
40012,RM002,2.9
40012,RM101,0.05
40012,RM103,0.05
40012,RM400,2.0
30048,RM005,86.0
30048,RM1201,12.0
30048,RM050,184.0
30048,RM313,24.5
64001,RM606,17.5
60196,RM802,0.015
60196,RM606,11.0
60196,RM602,0.08
60196,RM1201,1.5
60196,RM092,0.5
60196,RM050,15.0
60196,RM005,4.5
21106,RM204,10.0
ADV151,RM005,15.0
ADV151,RM122,5.0
70016,RM005,73.0
70016,RM1201,11.0
70016,RM050,178.0
70016,RM204,0.53
70016,RM197,0.63
70016,RM304,1.05
70016,RM701,36.64
30048,RM304,43.75
MT5002,RM005,3.5
MT5002,RM1201,0.09
50177,RM002,20.5
50177,RM006,5.0
50177,RM050,3.65
50177,RM092,1.0
50177,RM101,0.915
50177,RM103,0.915
50177,RM505,43.5
50177,RM701,0.127
MT5002,RM910,1.93
MT5002,RM502,0.0076
MT5002,RM517,0.0187
MT5002,RM701,0.002
40037,RM005,108.0
40037,RM1201,15.5
40037,RM050,201.0
40037,RM400,2.167
40037,RM502,21.302
40037,RM204,1.39
80015OLD,RM005,40.0
80015OLD,RM1201,2.5
80015OLD,RM204,25.5
80015OLD,RM310,0.1
80015OLD,RM9802,0.5
22002,RM221,0.015
22002,RM606,0.04
22002,RM9802,0.14
10006,RM020,5.0
10006,RM021,12.75
10006,RM092,1.0
60120,RM092,0.5
60120,RM051,25.0
60120,RM004,2.0
60120,RM605,0.205
60120,RM200,7.15
60120,RM001,8.0
24001,RM037,27.8
10006,RM090,1.0
10006,RM101,1.0
10006,RM122,0.04
10006,RM188,21.0
31515,RM1102,72.2
86584,RM802,0.025
86584,RM310,0.07
86584,RM309,0.5
86584,RM204,3.0
90022,RM020,1.5
24001,RM106,1.2
24001,RM110,1.2
24001,RM122,0.3
24001,RM200,29.4
12402,RM037,2.36
12402,RM106,0.04
12402,RM107,0.06
12402,RM985,0.04
24001,RM220,0.12
61224,RM600,4.6
61224,RM801,0.02
61224,RM1100,78.5
40013,RM005,46.5
40013,RM101,1.65
40013,RM103,1.65
40013,RM050,98.0
40013,RM400,2.32
40013,RM200,36.55
40013,RM197,1.59
40015,RM005,42.0
40015,RM1201,3.1
40015,RM050,95.0
40015,RM200,37.78
40015,RM400,0.855
40015,RM197,1.31
70006,RM005,44.0
70006,RM1201,4.5
70006,RM050,94.5
70006,RM702,4.85
70006,RM313,1.17
70006,RM200,35.69
10142,RM183,14.0
30013,RM200,0.22
51002,RM1102,72.2
51002,RM502,1.75
30013,RM135,0.5
10142,RM005,10.5
10142,RM092,0.5
41002,RM502,2.756
41002,RM400,3.169
41002,RM200,2.9
41002,RM1100,78.5
12401,RM196,0.6
86017,RM1102,72.2
86017,RM200,5.5
86017,RM310,0.03
86017,RM952,1.25
86402,RM200,0.411
86402,RM202,4.4
89012,RM202,3.0
89012,RM310,0.15
86541,RM1102,72.2
86541,RM200,3.0
86541,RM310,0.5
86541,RM952,2.0
MT5003,RM005,3.5
MT5003,RM1201,0.13
MT5003,RM910,1.91
MT5003,RM502,0.0044
34003,RM990,0.3
34003,RM186,0.003
34003,RM110,0.08
34003,RM106,0.08
34003,RM037,2.0
34002,RM037,1.85
34002,RM106,0.05
34002,RM110,0.075
34002,RM981,0.2
MT5003,RM517,0.0102
89001,RM310,1.3
89001,RM202,0.8
89001,RM200,0.8
89001,RM123,0.03
89001,RM121,0.03
89001,RM107,0.25
89001,RM101,0.25
89001,RM050,18.5
89001,RM005,7.0
MT5003,RM204,0.103
61019,RM204,3.45
22002,RM1201,0.23
22002,RM204,2.155
85011,RM005,2.0
85011,RM050,4.7
85011,RM1201,0.34
85011,RM950,0.93
89002,RM310,8.5
89002,RM202,5.22
89002,RM200,5.2
89002,RM135,0.25
89002,RM122,0.25
89002,RM1201,3.5
89002,RM050,76.0
89002,RM005,77.0
64002,RM605,0.0589
64002,RM400,0.0634
64002,RM202,0.8
64002,RM200,0.8
64002,RM135,0.05
64002,RM122,0.035
64002,RM1201,0.4
64002,RM050,4.0
64002,RM005,1.8
19001,RM517,0.0384
19001,RM313,0.003
19001,RM202,0.835
19001,RM200,0.835
19001,RM135,0.05
19001,RM1313,0.261
19001,RM122,0.03
19001,RM103,0.16
19001,RM101,0.16
19001,RM050,4.0
19001,RM005,1.9
20110,RM202,3.62
20110,RM221,0.075
20110,RM051,21.7
20110,RM1202,2.0
20110,RM005,7.27
70007,RM1201,6.5
70007,RM050,110.0
70007,RM005,45.0
70007,RM313,2.9
70007,RM200,1.93
70007,RM702,14.69
50005,RM005,47.0
50005,RM1201,3.5
50005,RM050,120.0
50005,RM517,9.37
50005,RM311,0.06
50005,RM200,3.35
51506,RM507,7.5
81302,RM801,0.226
81302,RM803,0.025
40016,RM005,56.0
40016,RM050,120.0
40016,RM1201,4.5
40016,RM400,20.0
40016,RM200,8.47
40016,RM1313,0.8
,RM005,55.0
,RM050,120.0
,RM1201,4.5
,RM122,0.25
,RM1313,0.8
,RM135,0.25
,RM200,8.47
,RM400,20.0
44001,RM005,56.0
44001,RM050,120.0
44001,RM1201,4.5
44001,RM400,20.0
44001,RM200,8.47
44001,RM1313,0.8
20021,RM050,4.4
20021,RM204,10.6
20022,RM204,7.0
20022,RM050,8.0
20020,RM050,9.4
20020,RM220,0.008
20020,RM204,5.6
34004,RM037,4.625
34004,RM106,0.125
34004,RM110,0.185
34004,RM200,0.075
34004,RM519,0.025
34004,RM520,0.15
34004,RM981,0.15
44002,RM200,18.31
44002,RM400,0.59
40023,RM002,45.0
40023,RM1201,3.25
40023,RM050,96.0
44003,RM400,20.0
44003,RM200,8.47
44003,RM135,0.25
44003,RM1313,0.8
44003,RM122,0.25
44003,RM1201,4.5
44003,RM050,120.0
44003,RM005,56.0
34002,RM990,0.05
34005,RM037,2.0
34005,RM106,0.08
34005,RM110,0.08
34005,RM990,0.2
44002,RM135,1.8
44002,RM519,18.31
40023,RM400,0.64
40023,RM200,25.7
40023,RM502,8.9
30028,RM005,44.0
91709,RM1102,72.2
91709,RM1313,0.08
91709,RM200,4.3
91709,RM304,0.23
30028,RM1201,4.5
30028,RM050,112.0
30028,RM200,0.62
30028,RM304,19.86
60041,RM005,27.0
60041,RM1201,3.25
60041,RM050,131.0
60041,RM122,0.18
60041,RM605,0.26
60041,RM200,18.38
60041,RM400,0.13
90022,RM050,3.0
90022,RM1201,0.215
90022,RM092,0.1
90022,RM1313,0.6
50008,RM013,1.48
50008,RM200,0.008
50008,RM517,0.003
50008,RM502,0.002
60042,RM013,2.49
60042,RM200,0.002
60042,RM602,0.0003
60042,RM605,0.0027
54001,RM037,1.3
54001,RM110,0.05
54001,RM106,0.03
54001,RM122,0.01
54001,RM200,0.8
54001,RM520,0.52
54001,RM982,0.06
90022,RM390,2.24
90022,RM300,0.27
90022,RM304,0.19
90023,RM020,1.5
90023,RM050,4.0
20019,RM221,0.14
20019,RM200,13.35
20019,RM122,0.045
20019,RM1201,0.9
20019,RM050,24.5
20019,RM002,5.9
20023,RM505,0.66
20023,RM200,44.85
20023,RM1201,3.0
20023,RM050,90.0
20023,RM005,42.0
90023,RM1201,0.23
90023,RM092,0.1
90023,RM505,0.585
90023,RM390,1.53
90023,RM304,0.07
90023,RM1313,0.01
81002,RM1102,72.2
81002,RM204,3.0
81002,RM309,0.5
81002,RM802,0.11
81002,RM310,0.07
81002,RM1313,0.0055
40025,RM505,7.75
40025,RM502,0.55
40025,RM400,9.04
40025,RM200,3.75
40025,RM1201,3.5
40025,RM050,112.0
40025,RM005,44.0
20014,RM122,0.08
91720,RM1102,72.2
91720,RM1313,0.075
91720,RM204,2.6
91720,RM304,0.3
91720,RM517,1.3
15013,RM005,41.0
15013,RM050,100.0
15013,RM1201,7.0
15013,RM200,26.9
15013,RM1313,2.67
15013,RM602,0.09
15013,RM505,0.43
15013,RM9802,1.66
51008,RM959,0.3
51008,RM505,1.6
51008,RM504,0.7
51008,RM502,0.24
51008,RM200,3.5
51008,RM1102,80.15
16112,RM1101,80.15
16112,RM185,0.17
16112,RM200,6.5
16112,RM801,0.003
61601,RM1101,80.15
61705,RM1102,72.2
20701,RM002,10.0
20701,RM050,25.0
20701,RM101,0.5
20701,RM103,0.5
20701,RM122,0.1
20701,RM200,15.0
20701,RM517,0.03
41704,RM1102,72.2
41704,RM1313,0.33
41704,RM200,1.2
41704,RM400,1.0
41704,RM517,0.24
91709,RM517,1.15
64004,RM802,0.0025
10062,RM003,8.5
10062,RM005,4.0
10062,RM090,1.0
64004,RM606,0.7
10062,RM092,1.0
10062,RM122,0.3
60015,RM005,1.8
20018,RM997,7.0
20018,RM517,0.02
20018,RM200,42.0
20018,RM197,0.02
20018,RM1201,7.0
20018,RM050,84.0
20018,RM005,40.0
60043,RM005,7.0
60043,RM050,16.0
60043,RM1201,0.5
60043,RM1313,0.05
60043,RM200,3.75
60043,RM300,0.05
60043,RM400,0.18
60043,RM605,0.3
12401,RM037,13.0
12401,RM104,0.9
12401,RM122,0.015
12401,RM985,0.6
51003,RM705,0.0014
51003,RM505,0.026
51003,RM200,0.893
51003,RM052,0.18
31005,RM054,0.575
31005,RM200,0.023
31005,RM313,0.0068
31005,RM700,0.494
91011,RM1101,81.4
91011,RM1313,0.09
91011,RM200,2.5
50009,RM005,46.0
50009,RM050,113.0
50009,RM1201,6.5
50009,RM502,7.06
50009,RM200,7.06
60044,RM005,40.0
60044,RM050,109.0
60044,RM1201,6.0
40024,RM005,60.0
40024,RM050,151.0
40024,RM1201,3.0
40024,RM400,5.89
40024,RM519,21.04
60044,RM605,0.69
60044,RM200,23.0
80013,RM005,40.0
80013,RM050,109.0
80013,RM1201,5.0
80013,RM606,0.72
80013,RM802,0.18
80013,RM200,25.59
50010,RM002,4.0
50010,RM050,25.0
50010,RM1201,1.0
40024,RM505,8.41
61638,RM803,0.15
61638,RM602,2.55
61638,RM309,0.04
61638,RM200,2.0
61638,RM183,0.48
61638,RM1102,73.15
40038,RM004,12.0
50010,RM505,4.75
50010,RM1011,10.13
50010,RM200,0.875
50010,RM702,0.28
64004,RM602,0.0148
64004,RM1201,0.1
30137,RM005,10.0
30137,RM050,53.0
10062,RM189,8.7
30137,RM200,0.532
30137,RM304,6.96
64004,RM050,0.8
64004,RM011,1.2
91011,RM304,0.11
91011,RM505,1.138
40038,RM050,9.0
40038,RM081,0.01
40038,RM092,1.0
12403,RM037,44.2
12403,RM106,1.56
12403,RM185,5.2
40038,RM1201,1.0
40038,RM135,0.4
40038,RM200,1.0
40038,RM400,4.93
40038,RM502,0.975
87002,RM517,1.26
64001,RM101,1.0
64001,RM050,19.0
40026,RM505,0.89
40026,RM502,0.4
40026,RM400,1.039
40026,RM200,0.43
40026,RM1201,0.36
40026,RM050,13.25
40026,RM033,5.0
60045,RM605,6.3
60045,RM200,0.3
60045,RM1201,2.5
60045,RM050,27.0
60045,RM033,13.0
30036,RM033,9.0
30036,RM050,30.5
30036,RM1201,2.5
30036,RM304,5.46
30036,RM309,7.0
30036,RM1313,0.005
20024,RM033,2.5
20024,RM1201,4.2
20024,RM050,0.3
20024,RM200,3.0
70009,RM033,7.0
70009,RM050,30.0
70009,RM1201,2.0
70009,RM304,2.8
70009,RM701,5.0
50013,RM033,5.0
50013,RM050,15.0
50013,RM1201,1.5
50013,RM304,0.035
50013,RM200,1.4
50013,RM507,2.7
50013,RM502,0.96
61705,RM1313,0.08
61705,RM204,0.7
61705,RM400,0.05
61705,RM600,0.25
90112,RM002,12.225
90112,RM050,34.5
90112,RM1201,1.26
90112,RM1313,0.168
90112,RM390,1.72
90112,RM505,0.86
90012,RM033,12.225
90012,RM050,34.5
90012,RM1201,1.5
90012,RM390,2.0
90012,RM1313,0.2
90012,RM505,0.9
90012,RM300,0.3
16703,RM1102,72.2
86226,RM1101,16.08
86226,RM1313,0.0068
86226,RM200,0.74
86226,RM300,0.01
86226,RM304,0.017
86226,RM505,0.0032
87002,RM300,3.14
87002,RM200,15.68
87002,RM122,0.36
87002,RM102,3.6
87002,RM050,94.0
87002,RM031,31.5
87002,RM030,31.5
87001,RM517,0.29
87001,RM300,0.53
87001,RM200,29.36
87001,RM122,0.36
87001,RM102,3.6
87001,RM050,88.0
87001,RM031,29.0
87001,RM030,29.7
15016,RM1313,2.975
15016,RM300,2.6
15016,RM390,11.45
